location,size,total_sqft,bath,price,bhk,price_per_sqft
Electronic City,3 BHK,1800.0,3.0,190.0,3,10555.555555555555
Jalahalli,3 BHK,1400.0,3.0,154.0,3,11000.0
Hegde Nagar,3 BHK,1801.0,3.0,230.0,3,12770.682953914493
Mahadevpura,2 BHK,1451.0,2.0,180.0,2,12405.237767057202
Anekal,2 Bedroom,1200.0,1.0,72.0,2,6000.0
Begur Road,2 BHK,1160.0,2.0,88.0,2,7586.206896551724
Kengeri,2 BHK,1000.0,2.0,50.0,2,5000.0
Kanakpura Road,2 BHK,950.0,2.0,80.0,2,8421.052631578947
"Hoodi Circle, ",3 BHK,1629.0,3.0,158.0,3,9699.201964395335
Vijayanagar,3 BHK,1580.0,2.0,268.0,3,16962.025316455696
Vijayanagar,3 BHK,1826.0,3.0,242.0,3,13253.012048192772
7th Phase JP Nagar,2 BHK,1245.0,2.0,188.0,2,15100.401606425703
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,91.58,2,7998.25327510917
Sompura,2 BHK,825.0,2.0,66.0,2,8000.0
Yeshwanthpur,3 BHK,1693.0,3.0,216.0,3,12758.417011222682
Electronics City Phase 1,2 BHK,1113.27,2.0,106.0,2,9521.49972603232
Ashirvad Colony,2 BHK,1460.0,2.0,116.0,2,7945.2054794520545
Doddathoguru,2 BHK,1050.0,2.0,64.0,2,6095.238095238095
Dodda Nekkundi,2 BHK,1260.0,2.0,110.0,2,8730.15873015873
K N Extension,6 BHK,700.0,3.0,240.0,6,34285.71428571428
Hosur Road,2 BHK,1656.0,2.0,240.0,2,14492.753623188406
Chandapura,3 BHK,1208.0,3.0,90.0,3,7450.3311258278145
Whitefield,3 BHK,1910.0,3.0,322.0,3,16858.638743455496
Whitefield,4 BHK,3252.0,4.0,460.0,4,14145.141451414514
Battarahalli,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Gokula Extension,4 BHK,1200.0,4.0,350.0,4,29166.666666666668
7th Phase JP Nagar,2 BHK,1175.0,2.0,164.0,2,13957.446808510638
Kamakshipalya,2 Bedroom,1000.0,2.0,330.0,2,33000.0
Bannerghatta Road,4 Bedroom,1200.0,2.0,250.0,4,20833.333333333332
Rajaji Nagar,3 BHK,2390.0,3.0,820.0,3,34309.62343096234
Rajaji Nagar,7 BHK,12000.0,6.0,4400.0,7,36666.666666666664
Sultan Palaya,2 Bedroom,550.0,1.0,124.0,2,22545.454545454544
Sanne Amanikere,2 BHK,1185.0,2.0,76.0,2,6413.502109704641
Kengeri,2 BHK,750.0,2.0,76.0,2,10133.333333333334
Mahalakshmi Layout,6 Bedroom,1200.0,7.0,500.0,6,41666.666666666664
Kanakpura Road,3 BHK,1550.0,3.0,129.0,3,8322.58064516129
Amco Colony,3 BHK,1760.0,3.0,176.0,3,10000.0
Billekahalli,2 BHK,1125.0,2.0,124.0,2,11022.222222222223
Nagarbhavi,3 Bedroom,1350.0,3.0,300.0,3,22222.222222222223
Anandapura,2 Bedroom,1000.0,2.0,110.0,2,11000.0
Bommasandra Industrial Area,2 BHK,1090.0,2.0,62.96,2,5776.146788990825
TC Palaya,2 Bedroom,1200.0,2.0,120.0,2,10000.0
Budigere,3 BHK,1991.0,4.0,206.0,3,10346.559517830236
Bommasandra,2 BHK,1060.0,2.0,53.0,2,5000.0
Ambalipura,2 BHK,1105.0,2.0,150.0,2,13574.660633484164
Hoodi,2 BHK,985.0,2.0,134.0,2,13604.060913705584
Chandapura,6 Bedroom,1533.0,5.0,170.0,6,11089.367253750816
Balagere,3 BHK,1590.0,3.0,158.0,3,9937.106918238993
CV Raman Nagar,2 BHK,1120.0,2.0,110.0,2,9821.42857142857
Samethanahalli,2 BHK,1069.0,2.0,110.0,2,10289.990645463049
Marathahalli,3 BHK,1933.0,3.0,280.0,3,14485.256078634247
Hosur Road,2 BHK,1194.0,2.0,138.0,2,11557.788944723618
Brookefield,2 BHK,1150.0,2.0,138.0,2,12000.0
Yelenahalli,2 BHK,1240.0,2.0,94.24,2,7600.0
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,96.2,2,6779.422128259337
7th Phase JP Nagar,8 Bedroom,1200.0,8.0,500.0,8,41666.666666666664
Richmond Town,3 BHK,2150.0,4.0,480.0,3,22325.581395348836
Suddaguntepalya,3 BHK,1450.0,3.0,110.0,3,7586.206896551724
Udayapur Village,3 BHK,1630.0,3.0,136.58,3,8379.14110429448
Dasanapura,2 BHK,708.0,1.0,80.0,2,11299.435028248588
Kasavanhalli,3 Bedroom,1000.0,4.0,220.0,3,22000.0
Whitefield,4 Bedroom,11890.0,4.0,1400.0,4,11774.600504625736
Bellandur,2 BHK,1250.0,2.0,152.0,2,12160.0
7th Phase JP Nagar,3 BHK,1400.0,2.0,190.0,3,13571.42857142857
Sarjapur  Road,3 BHK,1670.0,2.0,114.0,3,6826.347305389221
Ardendale,3 BHK,1750.0,3.0,200.0,3,11428.57142857143
Vittasandra,2 BHK,1404.0,2.0,142.0,2,10113.960113960115
Hoodi,3 BHK,1715.0,2.0,190.0,3,11078.71720116618
Electronic City,1 BHK,630.0,1.0,69.3,1,11000.0
Harlur,3 BHK,1752.12,3.0,270.0,3,15409.903431271832
Hulimavu,3 BHK,1650.0,3.0,156.0,3,9454.545454545454
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,110.94,2,8566.795366795366
Giri Nagar,3 Bedroom,1800.0,3.0,504.0,3,28000.0
Sarjapur  Road,2 BHK,1346.0,2.0,148.06,2,11000.0
Thippasandra,4 Bedroom,1200.0,4.0,400.0,4,33333.333333333336
Hormavu,2 BHK,1150.0,2.0,110.0,2,9565.217391304348
Chikkabidarakallu,4 Bedroom,3309.0,4.0,650.0,4,19643.396796615292
Chandapura,3 BHK,1190.0,2.0,60.7,3,5100.8403361344535
AECS Layout,3 BHK,1620.0,3.0,196.0,3,12098.765432098766
Marathahalli,2 BHK,950.0,2.0,93.92,2,9886.315789473685
1 Giri Nagar,11 BHK,5000.0,9.0,720.0,11,14400.0
Harlur,3 BHK,2450.0,3.0,240.0,3,9795.918367346938
Electronic City Phase II,3 BHK,1220.0,2.0,70.46,3,5775.409836065573
Hoysalanagar,2 BHK,850.0,2.0,60.0,2,7058.823529411765
Padmanabhanagar,2 BHK,1020.0,2.0,126.0,2,12352.941176470587
Chikkalasandra,2 BHK,1100.0,2.0,100.0,2,9090.90909090909
Defence Colony,2 BHK,1150.0,2.0,252.0,2,21913.043478260868
Hebbal,3 BHK,1760.0,2.0,260.0,3,14772.727272727272
Ambalipura,3 BHK,1800.0,3.0,220.0,3,12222.222222222223
Akshaya Nagar,2 BHK,1070.0,2.0,108.0,2,10093.457943925234
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,440.0,4,29333.333333333332
Vidyaranyapura,2 Bedroom,1440.0,2.0,190.0,2,13194.444444444445
Amruthahalli,2 BHK,900.0,2.0,80.0,2,8888.888888888889
ITI Employees Layout,4 BHK,1200.0,4.0,460.0,4,38333.333333333336
Whitefield,2 BHK,1130.0,2.0,84.32,2,7461.946902654868
Koramangala,2 BHK,1320.0,2.0,330.0,2,25000.0
Kodigehalli,2 BHK,1270.0,2.0,196.0,2,15433.070866141732
Patelappa Layout,2 BHK,1200.0,2.0,124.0,2,10333.333333333334
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,470.0,4,9791.666666666666
NS Palya,2 BHK,1200.0,2.0,148.0,2,12333.333333333334
Subramanyapura,2 BHK,929.0,2.0,100.34,2,10800.861141011841
RMV 2nd Stage,4 BHK,1150.0,4.0,520.0,4,45217.391304347824
Basavangudi,4 Bedroom,1125.0,4.0,360.0,4,32000.0
Kenchenahalli,5 Bedroom,500.0,3.0,130.0,5,26000.0
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,380.0,5,31666.666666666668
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,112.0,3,7650.273224043716
7th Phase JP Nagar,4 BHK,3600.0,4.0,800.0,4,22222.222222222223
Bank Avenue,4 Bedroom,2000.0,4.0,198.0,4,9900.0
Chikkalasandra,2 BHK,1208.0,2.0,98.0,2,8112.582781456954
Hebbal Kempapura,2 BHK,1130.0,2.0,120.0,2,10619.469026548673
Surabhi Layout,3 BHK,1753.0,3.0,240.0,3,13690.815744438107
Old Madras Road,5 BHK,4500.0,7.0,674.0,5,14977.777777777777
Banjara Layout,3 Bedroom,600.0,3.0,116.0,3,19333.333333333332
Hoodi,2 BHK,1196.0,2.0,188.84,2,15789.297658862877
5th Phase JP Nagar,2 BHK,1150.0,3.0,105.0,2,9130.434782608696
Electronic City,2 BHK,1128.0,2.0,126.0,2,11170.212765957447
Omkar Nagar,2 BHK,1000.0,2.0,106.0,2,10600.0
Yelahanka,2 BHK,1035.0,2.0,90.0,2,8695.652173913044
Kereguddadahalli,2 BHK,950.0,2.0,64.0,2,6736.8421052631575
Bisuvanahalli,3 BHK,1075.0,2.0,72.0,3,6697.674418604651
Whitefield,2 BHK,1040.0,2.0,97.0,2,9326.923076923076
Maragondanahalli,2 Bedroom,720.0,2.0,90.0,2,12500.0
Lingadheeranahalli,3 BHK,1511.0,3.0,190.0,3,12574.45400397088
Silk Board,3 BHK,1300.0,3.0,116.0,3,8923.076923076924
Hoodi,3 BHK,1545.0,3.0,137.5,3,8899.676375404531
Shampura,1 BHK,375.0,2.0,52.0,1,13866.666666666666
Vidyaranyapura,2 BHK,1062.0,2.0,76.0,2,7156.308851224106
Kada Agrahara,2 BHK,1115.0,2.0,80.0,2,7174.8878923766815
JP Nagar,2 BHK,1000.0,2.0,70.0,2,7000.0
Kambipura,2 BHK,883.0,2.0,90.0,2,10192.525481313703
Sarjapur  Road,2 BHK,1195.0,2.0,140.0,2,11715.481171548117
BHEL Layout,4 Bedroom,1200.0,3.0,330.0,4,27500.0
Medahalli,1 Bedroom,700.0,1.0,82.0,1,11714.285714285714
Vittasandra,2 BHK,1246.0,2.0,134.0,2,10754.414125200643
8th Phase JP Nagar,4 Bedroom,660.0,4.0,180.0,4,27272.727272727272
Banashankari Stage III,4 Bedroom,8500.0,4.0,290.0,4,3411.764705882353
Kashi Nagar,4 BHK,1600.0,4.0,160.0,4,10000.0
Haralur Road,4 BHK,2805.0,5.0,308.0,4,10980.392156862745
Begur Road,3 BHK,1584.0,3.0,130.0,3,8207.070707070707
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,550.0,4,18333.333333333332
Hosur Road,3 BHK,1175.0,2.0,96.0,3,8170.212765957447
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,230.0,3,14420.062695924766
VHBCS Layout,2 BHK,1353.0,2.0,220.0,2,16260.162601626016
Electronic City,3 BHK,1599.0,3.0,250.0,3,15634.771732332709
Whitefield,2 BHK,1150.0,2.0,140.0,2,12173.91304347826
Jakkur,4 BHK,5230.0,6.0,930.0,4,17782.02676864245
KR Puram,2 BHK,1155.0,2.0,85.48,2,7400.865800865801
Ittamadu,1 BHK,1200.0,2.0,170.0,1,14166.666666666666
Electronic City Phase II,2 BHK,1000.0,2.0,50.0,2,5000.0
Thanisandra,4 BHK,3000.0,4.0,240.0,4,8000.0
Rajiv Nagar,3 BHK,1867.0,3.0,320.0,3,17139.79646491698
Ramagondanahalli,2 BHK,1251.0,2.0,94.0,2,7513.988808952838
Gattahalli,2 BHK,1028.0,2.0,91.0,2,8852.140077821012
Arekere,2 BHK,1222.0,2.0,90.0,2,7364.9754500818335
Bannerghatta Road,3 BHK,1170.0,2.0,132.0,3,11282.051282051281
Hebbal,3 BHK,2400.0,4.0,490.0,3,20416.666666666668
Ramanjaneyanagar,3 BHK,1385.0,2.0,96.96,3,7000.72202166065
HSR Layout,2 BHK,1372.0,2.0,136.0,2,9912.536443148689
Magadi Road,3 BHK,1282.0,2.0,98.0,3,7644.3057722308895
Mico Layout,9 BHK,5000.0,9.0,420.0,9,8400.0
7th Block Jayanagar,5 Bedroom,3000.0,3.0,1056.0,5,35200.0
Kanakpura Road,2 BHK,1135.0,2.0,79.46,2,7000.881057268722
Whitefield,3 BHK,1768.0,3.0,202.0,3,11425.339366515836
Byatarayanapura,3 BHK,1325.0,2.0,180.0,3,13584.905660377359
Electronic City,3 BHK,1599.0,3.0,198.0,3,12382.739212007506
Whitefield,3 Bedroom,1500.0,3.0,123.9,3,8260.0
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,998.0,3,38237.54789272031
Uttarahalli,2 BHK,1286.0,2.0,126.0,2,9797.822706065319
Kammanahalli,5 BHK,2845.0,5.0,280.0,5,9841.82776801406
K G Colony,3 BHK,1600.0,2.0,100.0,3,6250.0
Hennur Road,2 BHK,1317.5,2.0,127.54,2,9680.455407969639
Hebbal,3 BHK,3450.0,5.0,520.0,3,15072.463768115942
Munnekollal,2 BHK,1102.0,2.0,107.34,2,9740.471869328494
Yelahanka,2 BHK,1350.0,2.0,108.0,2,8000.0
Banashankari,3 BHK,1200.0,2.0,84.0,3,7000.0
Hosa Road,6 Bedroom,1300.0,6.0,290.0,6,22307.69230769231
Herohalli,2 Bedroom,1800.0,1.0,160.0,2,8888.888888888889
Chikkabanavar,2 BHK,950.0,2.0,80.0,2,8421.052631578947
Kanakpura Road,1 BHK,525.0,1.0,54.5,1,10380.952380952382
Attibele,2 BHK,656.0,2.0,50.0,2,7621.951219512195
Marathahalli,4 Bedroom,1780.0,4.0,350.0,4,19662.921348314605
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,160.0,2,15151.515151515152
Bannerghatta Road,1 BHK,595.0,1.0,66.64,1,11200.0
Ittamadu,2 BHK,1080.0,2.0,100.0,2,9259.25925925926
7th Phase JP Nagar,3 BHK,2225.0,3.0,320.0,3,14382.022471910112
Bommasandra,2 BHK,1126.0,2.0,56.3,2,5000.0
Electronics City Phase 1,3 BHK,1490.0,3.0,168.0,3,11275.167785234898
HRBR Layout,4 Bedroom,2000.0,4.0,600.0,4,30000.0
Sarjapur  Road,3 BHK,1550.0,3.0,200.0,3,12903.225806451614
Ashwini layout,2 BHK,1160.0,2.0,110.0,2,9482.758620689656
Whitefield,4 Bedroom,4144.0,4.0,630.0,4,15202.702702702703
Sarjapur  Road,3 BHK,2100.0,3.0,250.0,3,11904.761904761905
Vittasandra,2 BHK,1404.0,2.0,138.6,2,9871.794871794871
Sarjapur  Road,4 Bedroom,2230.0,4.0,450.0,4,20179.372197309418
Marathalli bridge,3 BHK,1544.0,3.0,240.0,3,15544.041450777202
Banashankari Stage III,3 BHK,1305.0,2.0,117.4,3,8996.16858237548
Marathahalli,2 BHK,1230.0,2.0,160.0,2,13008.130081300813
T.C PALYA,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Harlur,3 BHK,1460.0,3.0,146.0,3,10000.0
Gottigere,2 BHK,967.0,2.0,90.0,2,9307.135470527404
Byatarayanapura,1 Bedroom,540.0,1.0,72.0,1,13333.333333333334
Hormavu,1 BHK,715.0,1.0,92.0,1,12867.132867132867
Whitefield,3 BHK,2500.0,3.0,626.0,3,25040.0
Dooravani Nagar,3 BHK,1578.0,3.0,360.0,3,22813.68821292776
Mysore Road,2 BHK,1020.0,2.0,97.9,2,9598.039215686274
Jigani,2 BHK,1020.0,2.0,80.0,2,7843.137254901961
Koramangala,2 BHK,1253.0,2.0,204.0,2,16280.925778132481
JCR Layout,2 BHK,1180.0,2.0,84.0,2,7118.64406779661
Nehru Nagar,2 BHK,961.0,2.0,76.0,2,7908.428720083247
Kanakapura,3 BHK,1419.0,3.0,150.0,3,10570.824524312897
Harlur,3 BHK,1709.0,3.0,300.0,3,17554.125219426565
Papareddipalya,2 Bedroom,1600.0,2.0,230.0,2,14375.0
Venkatapura,1 BHK,416.0,1.0,37.0,1,8894.23076923077
Sanjay nagar,2 BHK,1100.0,2.0,196.0,2,17818.18181818182
HSR Layout,3 BHK,1430.0,2.0,130.0,3,9090.90909090909
Sneha Colony,2 BHK,1260.0,2.0,90.0,2,7142.857142857143
RMV Extension,3 BHK,1630.0,3.0,170.0,3,10429.447852760737
Sarjapur  Road,3 BHK,1249.0,3.0,89.42,3,7159.327461969576
Kalena Agrahara,3 BHK,1450.0,2.0,170.0,3,11724.137931034482
Konanakunte,3 BHK,2791.0,3.0,446.0,3,15979.935506986743
Hosapalya,1 BHK,600.0,1.0,180.0,1,30000.0
Ashwini layout,1 BHK,834.0,1.0,120.0,1,14388.489208633093
Doddagubbi,3 Bedroom,1125.0,4.0,140.0,3,12444.444444444445
Arekere,3 BHK,2060.0,3.0,280.0,3,13592.233009708738
Malleshwaram,7 BHK,12000.0,7.0,4400.0,7,36666.666666666664
Gottigere,2 BHK,891.0,2.0,50.0,2,5611.672278338945
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,98.14,2,8661.959399823478
Bisuvanahalli,3 BHK,1075.0,2.0,74.0,3,6883.720930232558
Sector 6 HSR Layout,4 BHK,3000.0,5.0,520.0,4,17333.333333333332
Brookefield,4 Bedroom,2440.0,5.0,850.0,4,34836.065573770495
Vidyaranyapura,2 BHK,1200.0,2.0,110.0,2,9166.666666666666
Thanisandra,2 BHK,1075.0,2.0,91.6,2,8520.93023255814
Kaggadasapura,2 BHK,1140.0,2.0,80.0,2,7017.543859649123
Margondanahalli,5 Bedroom,940.0,4.0,300.0,5,31914.893617021276
ITI Layout,6 Bedroom,2160.0,5.0,500.0,6,23148.14814814815
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,84.0,2,7706.422018348624
R.T. Nagar,4 Bedroom,1500.0,4.0,140.0,4,9333.333333333334
Whitefield,4 BHK,4104.0,4.0,720.0,4,17543.859649122805
Whitefield,3 BHK,1790.0,3.0,200.0,3,11173.184357541899
Hebbal,3 BHK,1920.0,3.0,268.0,3,13958.333333333334
HRBR Layout,2 BHK,1374.0,2.0,190.0,2,13828.238719068413
Bannerghatta Road,3 BHK,1445.0,3.0,190.0,3,13148.78892733564
Kanakapura,1 BHK,711.0,1.0,72.0,1,10126.582278481013
Tumkur Road,3 BHK,1500.0,3.0,190.0,3,12666.666666666666
Whitefield,3 BHK,1720.0,3.0,200.0,3,11627.906976744185
Vasanthapura,3 BHK,1400.0,3.0,120.0,3,8571.42857142857
Kundalahalli,2 BHK,1030.0,2.0,98.0,2,9514.563106796117
Mysore Road,2 BHK,1200.0,2.0,170.0,2,14166.666666666666
Hosahalli,3 BHK,1375.0,3.0,140.0,3,10181.818181818182
Hegde Nagar,2 Bedroom,1050.0,1.0,112.0,2,10666.666666666666
Jalahalli,3 BHK,2250.0,3.0,320.0,3,14222.222222222223
Bellandur,2 BHK,1000.0,2.0,100.0,2,10000.0
Jalahalli West,1 BHK,469.0,1.0,50.0,1,10660.980810234541
Marathahalli,4 BHK,3800.0,4.0,500.0,4,13157.894736842105
Kambipura,2 BHK,883.0,2.0,58.0,2,6568.516421291053
GM Palaya,3 BHK,1820.0,2.0,172.0,3,9450.54945054945
Singasandra,3 BHK,1440.0,2.0,130.0,3,9027.777777777777
near Ramanashree California resort,6 BHK,3600.0,4.0,320.0,6,8888.888888888889
Malleshwaram,4 BHK,2500.0,5.0,650.0,4,26000.0
Mahadevpura,2 BHK,1225.0,2.0,96.0,2,7836.734693877551
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,1320.0,3,33000.0
Chikkalasandra,2 BHK,875.0,2.0,105.6,2,12068.57142857143
Jalahalli East,1 BHK,750.0,1.0,80.0,1,10666.666666666666
6th Phase JP Nagar,2 BHK,1180.0,2.0,160.0,2,13559.322033898305
Haralur Road,2 BHK,1194.0,2.0,94.0,2,7872.696817420436
Hennur Road,3 BHK,1500.0,2.0,124.0,3,8266.666666666666
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,104.4,2,9000.0
Hosakerehalli,3 BHK,2378.0,3.0,524.0,3,22035.323801513878
Sarjapur,2 BHK,1128.0,2.0,120.0,2,10638.297872340425
Hebbal,3 BHK,1500.0,3.0,300.0,3,20000.0
Huskur,3 BHK,1220.0,2.0,70.46,3,5775.409836065573
Sarjapur  Road,2 BHK,1210.0,2.0,116.0,2,9586.776859504133
Kanakpura Road,3 BHK,1100.0,2.0,116.0,3,10545.454545454546
Bommasandra,3 BHK,1200.0,3.0,92.0,3,7666.666666666667
Haralur Road,4 BHK,3385.0,5.0,520.0,4,15361.890694239291
Nagondanahalli,3 BHK,1641.0,3.0,132.0,3,8043.875685557587
Horamavu Agara,2 BHK,1200.0,2.0,90.0,2,7500.0
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,134.78,2,10696.825396825398
Mahadevpura,3 BHK,1720.0,3.0,156.0,3,9069.767441860466
Yelahanka,2 BHK,1132.5,2.0,96.26,2,8499.779249448124
Yelahanka,2 BHK,1210.0,2.0,91.96,2,7600.0
Indira Nagar,4 Bedroom,2200.0,4.0,400.0,4,18181.81818181818
Bisuvanahalli,3 BHK,1075.0,2.0,90.0,3,8372.093023255815
Thanisandra,3 BHK,1702.0,3.0,260.0,3,15276.14571092832
Shanthala Nagar,2 BHK,1630.0,2.0,400.0,2,24539.877300613498
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,77.1,2,6757.230499561787
Shantiniketan Layout,3 BHK,2072.0,3.0,216.0,3,10424.710424710425
Herohalli,3 Bedroom,1200.0,2.0,140.0,3,11666.666666666666
Teachers Colony,3 BHK,1350.0,3.0,154.0,3,11407.407407407407
Bettahalsoor,4 Bedroom,4046.0,4.0,890.0,4,21997.03410776075
Srinivasa Nagar,3 BHK,1180.0,2.0,156.68,3,13277.966101694916
Yelahanka,3 BHK,35000.0,3.0,260.0,3,742.8571428571429
Langford Town,2 BHK,1355.0,2.0,230.0,2,16974.169741697417
Sulthangunta,1 Bedroom,600.0,1.0,100.0,1,16666.666666666668
Hormavu,7 Bedroom,1200.0,7.0,300.0,7,25000.0
Bannerghatta Road,3 BHK,1640.0,2.0,240.0,3,14634.146341463415
Byrathi Village,5 Bedroom,1200.0,5.0,200.0,5,16666.666666666668
Kodichikkanahalli,3 BHK,1190.0,2.0,114.0,3,9579.83193277311
OMBR Layout,4 Bedroom,2400.0,4.0,750.0,4,31250.0
Marathahalli,2 BHK,1019.0,2.0,99.7,2,9784.102060843965
Ambedkar Colony,3 BHK,1875.0,3.0,330.0,3,17600.0
Akshaya Nagar,3 BHK,1250.0,3.0,80.0,3,6400.0
Brookefield,3 Bedroom,1200.0,3.0,280.0,3,23333.333333333332
Whitefield,2 BHK,1140.0,2.0,112.0,2,9824.561403508771
Lingadheeranahalli,3 BHK,1683.0,3.0,218.0,3,12953.060011883541
Kaggadasapura,3 BHK,1515.0,3.0,166.6,3,10996.699669966996
Hoodi,4 BHK,2118.0,4.0,222.0,4,10481.586402266288
Bannerghatta Road,4 Bedroom,1380.0,3.0,116.0,4,8405.797101449276
Varthur Road,2 BHK,1083.0,2.0,123.5,2,11403.508771929824
Anjappa Layout,2 Bedroom,600.0,2.0,110.0,2,18333.333333333332
Avalahalli,3 BHK,2300.0,3.0,240.0,3,10434.782608695652
Prakruthi Nagar,2 BHK,1240.0,2.0,120.0,2,9677.41935483871
Surabhi Layout,3 BHK,1750.0,3.0,240.0,3,13714.285714285714
Sadaramangala,2 BHK,1230.0,2.0,86.96,2,7069.918699186992
Anjanapura,3 Bedroom,1500.0,3.0,278.0,3,18533.333333333332
Abbigere,2 BHK,985.0,2.0,80.78,2,8201.015228426397
Tindlu,3 Bedroom,1500.0,2.0,174.0,3,11600.0
Electronic City,2 BHK,1125.0,2.0,64.98,2,5776.0
Maruthi Sevanagar,2 BHK,950.0,2.0,88.0,2,9263.157894736842
Kothanur,3 BHK,1580.0,3.0,152.0,3,9620.253164556962
B Narayanapura,3 Bedroom,1092.0,2.0,197.0,3,18040.29304029304
Electronic City Phase II,2 BHK,1090.0,2.0,56.68,2,5200.0
Hennur Road,3 Bedroom,2264.0,3.0,318.0,3,14045.936395759718
Dommasandra,3 BHK,1033.0,2.0,51.06,3,4942.884801548887
Kammasandra,2 BHK,810.0,2.0,49.0,2,6049.382716049383
Green Garden Layout,2 BHK,1045.0,2.0,90.0,2,8612.440191387559
Hebbal,2 BHK,1337.0,2.0,164.0,2,12266.267763649963
Chandapura,2 BHK,1200.0,2.0,64.0,2,5333.333333333333
Koramangala,3 BHK,1580.0,3.0,320.0,3,20253.164556962027
Begur Road,3 BHK,1500.0,2.0,108.0,3,7200.0
Whitefield,3 BHK,1640.0,4.0,182.0,3,11097.560975609756
Silver Springs Layout,3 BHK,1570.0,3.0,124.0,3,7898.089171974522
Gubbalala,3 BHK,1470.0,2.0,164.0,3,11156.462585034014
Kengeri,2 BHK,1160.0,2.0,81.22,2,7001.724137931034
7th Phase JP Nagar,2 BHK,1050.0,2.0,142.0,2,13523.809523809523
Dairy Circle,3 BHK,1855.0,3.0,450.0,3,24258.76010781671
Bannerghatta Road,3 BHK,1460.0,2.0,180.0,3,12328.767123287671
Hulimavu,3 BHK,1823.0,3.0,200.0,3,10970.927043335161
Electronic City,2 BHK,1094.0,2.0,84.0,2,7678.244972577697
Budigere,2 BHK,1153.0,2.0,114.0,2,9887.250650477017
Hoysalanagar,3 BHK,1325.0,3.0,114.0,3,8603.77358490566
Parappana Agrahara,4 Bedroom,1200.0,3.0,170.0,4,14166.666666666666
Jakkur,3 BHK,1590.0,2.0,250.0,3,15723.270440251572
Jeevan bima nagar,5 Bedroom,1210.0,4.0,320.0,5,26446.280991735537
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,440.0,4,36666.666666666664
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,96.0,2,7986.688851913477
Haralur Road,2 BHK,1202.0,2.0,106.0,2,8818.635607321132
KSRTC Layout,2 BHK,1200.0,2.0,125.0,2,10416.666666666666
Panathur,3 BHK,1688.0,3.0,236.0,3,13981.042654028435
Kaval Byrasandra,2 BHK,1020.0,2.0,104.0,2,10196.078431372549
Sarjapur,2 BHK,1185.0,2.0,94.0,2,7932.489451476793
Ramagondanahalli,2 BHK,1235.0,2.0,104.08,2,8427.53036437247
Hosakerehalli,4 BHK,3205.0,5.0,1000.0,4,31201.248049921996
Banashankari,2 BHK,1077.0,2.0,75.28,2,6989.786443825441
Kengeri Satellite Town,3 BHK,1415.0,2.0,132.0,3,9328.621908127208
EPIP Zone,3 BHK,2330.0,3.0,324.0,3,13905.57939914163
Whitefield,2 BHK,805.0,2.0,70.0,2,8695.652173913044
P&T Colony,1 BHK,425.0,1.0,40.06,1,9425.882352941177
Whitefield,2 BHK,1155.0,2.0,119.9,2,10380.952380952382
Cunningham Road,4 BHK,5270.0,4.0,2500.0,4,47438.33017077799
Anekal,2 BHK,656.0,2.0,44.0,2,6707.317073170731
New Gurappana Palya,2 BHK,1100.0,2.0,96.0,2,8727.272727272728
Mahadevpura,2 BHK,1150.0,2.0,104.0,2,9043.478260869566
Chelekare,1 Bedroom,600.0,1.0,120.0,1,20000.0
Ambedkar Colony,2 BHK,1468.0,2.0,280.0,2,19073.56948228883
Palanahalli,4 Bedroom,4300.0,5.0,1100.0,4,25581.39534883721
Whitefield,3 BHK,2280.0,4.0,252.0,3,11052.631578947368
Hegde Nagar,2 BHK,1341.0,2.0,194.0,2,14466.815809097689
Jakkur,2 BHK,1279.0,2.0,154.0,2,12040.656763096169
Electronic City Phase II,4 BHK,2225.0,4.0,197.76,4,8888.08988764045
Thanisandra,2 BHK,1185.0,2.0,87.02,2,7343.459915611815
Vadarpalya,3 BHK,1750.0,3.0,170.0,3,9714.285714285714
Kudlu,2 BHK,1152.0,2.0,107.0,2,9288.194444444445
Shivanagar,5 Bedroom,1000.0,4.0,320.0,5,32000.0
Hulimavu,2 BHK,1300.0,2.0,72.0,2,5538.461538461538
Varthur Road,4 Bedroom,2760.0,4.0,310.0,4,11231.884057971014
